perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
ag09,300000,0.1,2.0,0.4014,0.00687,0.00158,-0.0309,0.6609,1.0
ag09,300000,0.1,3.0,0.5068,0.00825,0.00206,-0.0291,0.4408,1.0
ag09,300000,0.1,4.0,0.6145,0.00967,0.00294,-0.0283,0.2869,1.0
ag09,300000,0.1,5.0,0.7219,0.01121,0.00417,-0.0276,0.168,1.0
ag09,300000,0.1,6.0,0.8252,0.01423,0.00675,-0.0265,0.0372,1.0
ag09,300000,0.1,7.0,0.9212,0.0198,0.01276,-0.0237,0.019,1.0
ag09,300000,0.1,8.0,1.0073,0.02977,0.02406,-0.0197,0.0175,1.0
ag09,300000,0.1,9.0,1.0392,0.04884,0.04519,-0.0164,0.018,1.0
ag10,200000,0.1,0.0,0.1387,0.00705,0.00204,-0.026,1.0,1.0
ag10,200000,0.1,1.0,0.2451,0.00733,0.00226,-0.025,0.9985,1.0
ag10,200000,0.1,2.0,0.3896,0.00787,0.0022,-0.0287,0.7243,1.0
ag10,200000,0.1,3.0,0.4902,0.00988,0.0028,-0.0253,0.4264,1.0
ag10,200000,0.1,4.0,0.5981,0.01151,0.00387,-0.0244,0.2746,1.0
ag10,200000,0.1,5.0,0.7055,0.01343,0.00545,-0.0237,0.1474,1.0
ag10,200000,0.1,6.0,0.8085,0.01727,0.00898,-0.0224,0.0518,1.0
ag10,200000,0.1,7.0,0.9075,0.0232,0.0154,-0.0199,0.0308,1.0
ag10,200000,0.1,8.0,0.9949,0.03374,0.02735,-0.0168,0.0273,1.0
ag10,200000,0.1,9.0,0.9956,0.06082,0.05697,-0.0171,0.0319,1.0
ag10,200000,0.1,10.0,0.7749,0.09269,0.08944,-0.0332,0.0401,1.0
ag10,250000,0.1,0.0,0.1401,0.00634,0.00186,-0.0262,1.0,1.0
ag10,250000,0.1,1.0,0.273,0.00649,0.00193,-0.0304,0.9655,1.0
ag10,250000,0.1,2.0,0.3843,0.00752,0.0019,-0.0272,0.643,1.0
ag10,250000,0.1,3.0,0.4898,0.00927,0.0025,-0.0255,0.3928,1.0
ag10,250000,0.1,4.0,0.5989,0.01069,0.00344,-0.0248,0.2532,1.0
ag10,250000,0.1,5.0,0.7072,0.01244,0.00483,-0.0243,0.1327,1.0
ag10,250000,0.1,7.0,0.9098,0.02143,0.01388,-0.0209,0.0257,1.0
ag10,250000,0.1,8.0,0.9997,0.03088,0.02478,-0.0176,0.0228,1.0
ag10,250000,0.1,9.0,1.0251,0.05245,0.04866,-0.0159,0.0236,1.0
ag10,250000,0.1,10.0,0.7993,0.08567,0.08278,-0.0313,0.0314,1.0
ag10,300000,0.1,0.0,0.1413,0.00581,0.00173,-0.0263,1.0,1.0
ag10,300000,0.1,1.0,0.2851,0.00591,0.00168,-0.0324,0.9218,1.0
ag10,300000,0.1,2.0,0.3818,0.00729,0.00172,-0.0267,0.5818,1.0
ag10,300000,0.1,3.0,0.4899,0.0088,0.00229,-0.0257,0.3681,1.0
ag10,300000,0.1,4.0,0.5997,0.0101,0.00314,-0.0252,0.2363,1.0
ag10,300000,0.1,5.0,0.7085,0.01174,0.00442,-0.0247,0.1217,1.0
ag10,300000,0.1,6.0,0.8143,0.01467,0.00714,-0.0237,0.0381,1.0
ag10,300000,0.1,7.0,0.9144,0.01935,0.01215,-0.0217,0.0225,1.0
ag10,300000,0.1,8.0,1.005,0.02763,0.02144,-0.0187,0.019,1.0
ag10,300000,0.1,9.0,1.0528,0.04454,0.04043,-0.0156,0.0188,1.0
ag10,300000,0.1,11.0,0.7672,0.10654,0.10385,-0.0386,0.0257,1.0
ag10,300000,0.1,12.0,0.7067,0.13787,0.13512,-0.0502,0.038,1.0
ag10,300000,0.1,13.0,0.702,0.14837,0.14563,-0.0517,0.0344,1.0
ag10,300000,0.1,14.0,0.6965,0.16188,0.15914,-0.0557,0.0327,1.0
ag10,300000,0.1,15.0,0.6927,0.17396,0.17123,-0.0623,0.0282,1.0
ag10,300000,0.1,16.0,0.7156,0.18679,0.18409,-0.0633,0.0259,1.0
ag10,300000,0.1,17.0,0.7108,0.19836,0.19566,-0.0718,0.0241,1.0
ag11,200000,0.1,0.0,0.2251,0.00769,0.00298,-0.0394,0.9631,1.0
ag11,200000,0.1,1.0,0.353,0.00771,0.00243,-0.0402,0.8516,1.0
ag11,200000,0.1,2.0,0.4516,0.00836,0.00235,-0.0352,0.7029,1.0
ag11,200000,0.1,3.0,0.5545,0.00947,0.00268,-0.0324,0.5335,1.0
ag11,200000,0.1,4.0,0.6583,0.01101,0.00347,-0.0307,0.3627,1.0
ag11,200000,0.1,5.0,0.7621,0.01287,0.00482,-0.0297,0.2275,1.0
ag11,200000,0.1,6.0,0.8634,0.01543,0.00702,-0.0284,0.1342,1.0
ag11,200000,0.1,7.0,0.962,0.0187,0.01037,-0.0265,0.0928,1.0
ag11,200000,0.1,8.0,1.057,0.02342,0.01534,-0.0244,0.0714,1.0
ag11,200000,0.1,9.0,1.1464,0.02944,0.02226,-0.0216,0.0579,1.0
ag11,200000,0.1,10.0,1.2132,0.03866,0.03269,-0.0179,0.0472,1.0
ag11,200000,0.1,11.0,1.2471,0.04837,0.04362,-0.0129,0.0389,1.0
ag11,200000,0.1,12.0,0.9682,0.12046,0.11705,-0.0525,0.0551,1.0
ag11,250000,0.1,0.0,0.2404,0.00673,0.00245,-0.0415,0.9373,1.0
ag11,250000,0.1,1.0,0.346,0.00696,0.00201,-0.0377,0.8118,1.0
ag11,250000,0.1,2.0,0.4481,0.00773,0.00199,-0.0341,0.6615,1.0
ag11,250000,0.1,3.0,0.5531,0.00884,0.00233,-0.0321,0.4942,1.0
ag11,250000,0.1,4.0,0.6585,0.0103,0.00309,-0.031,0.3334,1.0
ag11,250000,0.1,5.0,0.7638,0.01198,0.00432,-0.0302,0.2092,1.0
ag11,250000,0.1,6.0,0.8664,0.01428,0.00628,-0.0292,0.1221,1.0
ag11,250000,0.1,7.0,0.9654,0.0173,0.00933,-0.0274,0.0838,1.0
ag11,250000,0.1,8.0,1.0627,0.0207,0.01316,-0.0254,0.0647,1.0
ag11,250000,0.1,9.0,1.1536,0.02551,0.01856,-0.0228,0.0515,1.0
ag11,250000,0.1,10.0,1.2311,0.03214,0.02614,-0.0194,0.041,1.0
ag11,250000,0.1,11.0,1.2749,0.04166,0.03691,-0.0144,0.0326,1.0
ag11,250000,0.1,12.0,1.2522,0.05386,0.04994,-0.0086,0.028,1.0
ag11,250000,0.1,13.0,1.1409,0.08817,0.08534,-0.0319,0.0306,1.0
ag11,250000,0.1,14.0,0.7137,0.15276,0.14974,-0.0497,0.0632,1.0
ag11,250000,0.1,15.0,0.9543,0.18928,0.18623,-0.0799,0.048,1.0
ag11,250000,0.1,16.0,0.9612,0.20838,0.20528,-0.0957,0.0407,1.0
ag11,250000,0.1,17.0,0.9856,0.22573,0.22266,-0.1033,0.0365,1.0
ag11,300000,0.1,0.0,0.2412,0.00609,0.00212,-0.0408,0.9104,1.0
ag11,300000,0.1,1.0,0.3415,0.00648,0.00174,-0.0362,0.7776,1.0
ag11,300000,0.1,2.0,0.446,0.0073,0.00176,-0.0336,0.6282,1.0
ag11,300000,0.1,3.0,0.5523,0.00841,0.00211,-0.0321,0.4623,1.0
ag11,300000,0.1,4.0,0.659,0.00978,0.00284,-0.0313,0.311,1.0
ag11,300000,0.1,5.0,0.7652,0.01135,0.00397,-0.0307,0.1949,1.0
ag11,300000,0.1,6.0,0.8692,0.01338,0.00573,-0.0298,0.1131,1.0
ag11,300000,0.1,7.0,0.9703,0.0159,0.00834,-0.0283,0.0777,1.0
ag11,300000,0.1,8.0,1.0651,0.01969,0.01235,-0.0261,0.0593,1.0
ag11,300000,0.1,9.0,1.1567,0.02406,0.0173,-0.0236,0.0472,1.0
ag11,300000,0.1,10.0,1.2363,0.02998,0.02398,-0.0205,0.0371,1.0
ag11,300000,0.1,11.0,1.2961,0.03664,0.03153,-0.0163,0.0284,1.0
ag11,300000,0.1,12.0,1.3331,0.04172,0.03728,-0.0111,0.0211,1.0
ag11,300000,0.1,13.0,1.0498,0.11338,0.11084,-0.0502,0.0332,1.0
ag11,300000,0.1,14.0,1.162,0.10104,0.09853,-0.0422,0.0222,1.0
ag12,200000,0.1,0.0,0.1916,0.00734,0.00235,-0.0434,0.9869,1.0
ag12,200000,0.1,1.0,0.3474,0.00738,0.00215,-0.0507,0.8733,1.0
ag12,200000,0.1,2.0,0.4474,0.00814,0.00227,-0.0457,0.7061,1.0
ag12,200000,0.1,3.0,0.5511,0.00931,0.00279,-0.0429,0.5431,1.0
ag12,200000,0.1,4.0,0.6563,0.01072,0.00372,-0.0412,0.3866,1.0
ag12,200000,0.1,5.0,0.7608,0.01259,0.00515,-0.0399,0.2333,1.0
ag12,200000,0.1,6.0,0.862,0.01552,0.00772,-0.0385,0.1049,1.0
ag12,200000,0.1,7.0,0.9573,0.02027,0.01263,-0.0359,0.0392,1.0
ag12,200000,0.1,8.0,1.0413,0.02915,0.02234,-0.0319,0.0215,1.0
ag12,200000,0.1,9.0,1.0868,0.04567,0.04096,-0.0269,0.0199,1.0
ag12,200000,0.1,10.0,0.9608,0.05498,0.05157,-0.018,0.0209,1.0
ag12,200000,0.1,11.0,0.8614,0.08713,0.08414,-0.0362,0.0219,1.0
ag12,200000,0.1,12.0,0.7571,0.13022,0.12719,-0.0539,0.0292,1.0
ag12,200000,0.1,13.0,0.7183,0.15143,0.14833,-0.0602,0.0471,1.0
ag12,250000,0.1,0.0,0.2161,0.00647,0.00199,-0.0478,0.9658,1.0
ag12,250000,0.1,1.0,0.3424,0.00666,0.00176,-0.0485,0.8283,1.0
ag12,250000,0.1,2.0,0.4445,0.00754,0.00192,-0.0448,0.6636,1.0
ag12,250000,0.1,3.0,0.5503,0.00866,0.00243,-0.0428,0.5067,1.0
ag12,250000,0.1,4.0,0.6569,0.00999,0.00329,-0.0415,0.3571,1.0
ag12,250000,0.1,5.0,0.7625,0.01175,0.00461,-0.0405,0.2115,1.0
ag12,250000,0.1,6.0,0.8652,0.01436,0.00689,-0.0393,0.0922,1.0
ag12,250000,0.1,7.0,0.9614,0.01875,0.0114,-0.037,0.0319,1.0
ag12,250000,0.1,8.0,1.0495,0.02559,0.01896,-0.0333,0.0171,1.0
ag12,250000,0.1,9.0,1.1065,0.03966,0.0346,-0.0284,0.0152,1.0
ag12,250000,0.1,10.0,1.0564,0.06348,0.06038,-0.0272,0.0178,1.0
ag12,250000,0.1,11.0,0.9581,0.10926,0.10654,-0.0622,0.0195,1.0
ag12,300000,0.1,0.0,0.2279,0.00584,0.0017,-0.0497,0.9432,1.0
ag12,300000,0.1,1.0,0.3383,0.00623,0.00152,-0.0471,0.7906,1.0
ag12,300000,0.1,2.0,0.4429,0.00713,0.0017,-0.0443,0.6295,1.0
ag12,300000,0.1,3.0,0.5501,0.0082,0.00219,-0.0429,0.4785,1.0
ag12,300000,0.1,4.0,0.6576,0.00948,0.00301,-0.0419,0.3346,1.0
ag12,300000,0.1,5.0,0.764,0.01114,0.00425,-0.041,0.195,1.0
ag12,300000,0.1,6.0,0.8677,0.01353,0.0063,-0.0399,0.0831,1.0
ag12,300000,0.1,7.0,0.9665,0.01725,0.01018,-0.0379,0.0275,1.0
ag12,300000,0.1,8.0,1.0489,0.02558,0.01924,-0.0338,0.0143,1.0
ag12,300000,0.1,9.0,1.1067,0.03911,0.03448,-0.0287,0.0134,1.0
ag12,300000,0.1,10.0,1.0834,0.05748,0.05436,-0.026,0.0133,1.0
ag12,300000,0.1,12.0,0.8313,0.1089,0.10649,-0.0472,0.015,1.0
ag13,200000,0.1,0.0,0.1881,0.00735,0.00234,-0.0422,0.998,1.0
ag13,200000,0.1,2.0,0.4605,0.00801,0.00222,-0.0482,0.7252,1.0
ag13,200000,0.1,3.0,0.5628,0.00923,0.00273,-0.045,0.5481,1.0
ag13,200000,0.1,4.0,0.667,0.01076,0.00368,-0.0431,0.3746,1.0
ag13,200000,0.1,5.0,0.7706,0.0128,0.00521,-0.0418,0.2168,1.0
ag13,200000,0.1,6.0,0.8718,0.01571,0.00787,-0.0402,0.1013,1.0
ag13,200000,0.1,7.0,0.9673,0.02033,0.01268,-0.0377,0.0397,1.0
ag13,200000,0.1,8.0,1.0516,0.02926,0.0225,-0.0336,0.0218,1.0
ag13,200000,0.1,9.0,1.0937,0.04656,0.04198,-0.0284,0.0202,1.0
ag13,200000,0.1,10.0,1.0396,0.06874,0.06544,-0.0313,0.0215,1.0
ag13,200000,0.1,11.0,0.9631,0.10806,0.105,-0.0616,0.023,1.0
ag13,250000,0.1,0.0,0.2182,0.0065,0.002,-0.048,0.9792,1.0
ag13,250000,0.1,1.0,0.3566,0.00657,0.00176,-0.0515,0.8557,1.0
ag13,250000,0.1,2.0,0.4571,0.00744,0.00187,-0.0471,0.6803,1.0
ag13,250000,0.1,3.0,0.5619,0.00861,0.00238,-0.0449,0.5096,1.0
ag13,250000,0.1,4.0,0.6676,0.01005,0.00327,-0.0435,0.3439,1.0
ag13,250000,0.1,5.0,0.7726,0.01192,0.00467,-0.0424,0.1961,1.0
ag13,250000,0.1,6.0,0.8752,0.0145,0.007,-0.0411,0.0895,1.0
ag13,250000,0.1,7.0,0.9716,0.01876,0.0114,-0.0388,0.0325,1.0
ag13,250000,0.1,8.0,1.0597,0.0256,0.01898,-0.035,0.0173,1.0
ag13,250000,0.1,9.0,1.111,0.04115,0.03624,-0.0298,0.0155,1.0
ag13,250000,0.1,10.0,1.0934,0.059,0.05558,-0.0268,0.0159,1.0
ag13,250000,0.1,11.0,0.8939,0.08256,0.07993,-0.0368,0.0177,1.0
ag13,250000,0.1,12.0,0.7823,0.12566,0.12298,-0.0542,0.0215,1.0
ag13,250000,0.1,13.0,0.7259,0.1509,0.14811,-0.0624,0.0378,1.0
ag13,250000,0.1,14.0,0.7278,0.16268,0.15994,-0.0645,0.0351,1.0
ag13,250000,0.1,15.0,0.7264,0.17832,0.17556,-0.0685,0.0336,1.0
ag13,250000,0.1,16.0,0.719,0.1903,0.18752,-0.0767,0.029,1.0
ag13,250000,0.1,17.0,0.7379,0.20446,0.20171,-0.078,0.0235,1.0
ag13,300000,0.1,0.0,0.2334,0.00586,0.00173,-0.0506,0.9604,1.0
ag13,300000,0.1,1.0,0.3524,0.00611,0.00149,-0.0499,0.8164,1.0
ag13,300000,0.1,2.0,0.4553,0.00704,0.00165,-0.0466,0.6434,1.0
ag13,300000,0.1,3.0,0.5615,0.00817,0.00215,-0.0449,0.4788,1.0
ag13,300000,0.1,4.0,0.6682,0.00955,0.00299,-0.0438,0.3206,1.0
ag13,300000,0.1,5.0,0.7741,0.0113,0.0043,-0.0429,0.181,1.0
ag13,300000,0.1,6.0,0.8775,0.01369,0.00642,-0.0417,0.0811,1.0
ag13,300000,0.1,7.0,0.9767,0.01725,0.01016,-0.0396,0.028,1.0
ag13,300000,0.1,8.0,1.0597,0.02544,0.01912,-0.0355,0.0146,1.0
ag13,300000,0.1,9.0,1.1173,0.03907,0.03451,-0.0303,0.0133,1.0
ag13,300000,0.1,10.0,1.1057,0.05596,0.05287,-0.0273,0.0118,1.0
ag13,300000,0.1,11.0,0.9062,0.07794,0.07537,-0.035,0.0146,1.0
ag13,300000,0.1,13.0,0.7419,0.1455,0.14299,-0.0607,0.0223,1.0
ag13,300000,0.1,14.0,0.7206,0.16369,0.16114,-0.066,0.0327,1.0
ag13,300000,0.1,15.0,0.716,0.17679,0.17426,-0.0721,0.0274,1.0
ag14,200000,0.1,0.0,0.197,0.00724,0.00223,-0.0427,1.0,1.0
ag14,200000,0.1,1.0,0.3641,0.00733,0.00216,-0.0536,0.9222,1.0
ag14,200000,0.1,2.0,0.4705,0.00791,0.00214,-0.0494,0.7324,1.0
ag14,200000,0.1,3.0,0.5715,0.00928,0.00266,-0.0458,0.531,1.0
ag14,200000,0.1,4.0,0.6756,0.01088,0.00363,-0.044,0.3572,1.0
ag14,200000,0.1,5.0,0.7794,0.01292,0.00523,-0.0427,0.2062,1.0
ag14,200000,0.1,6.0,0.8808,0.01583,0.00794,-0.0411,0.1011,1.0
ag14,200000,0.1,7.0,0.9772,0.02027,0.01263,-0.0387,0.041,1.0
ag14,200000,0.1,8.0,1.062,0.02913,0.02244,-0.0346,0.0216,1.0
ag14,200000,0.1,9.0,1.1017,0.04726,0.0428,-0.0295,0.0203,1.0
ag14,200000,0.1,10.0,1.0422,0.07101,0.06783,-0.0349,0.0217,1.0
ag14,200000,0.1,11.0,0.9683,0.11185,0.10879,-0.065,0.0236,1.0
ag14,200000,0.1,12.0,0.7721,0.13231,0.12923,-0.0574,0.03,1.0
ag14,200000,0.1,13.0,0.9263,0.17194,0.16864,-0.0922,0.0425,1.0
ag14,200000,0.1,14.0,0.9447,0.18873,0.18542,-0.0991,0.0371,1.0
ag14,200000,0.1,15.0,0.9659,0.20724,0.2039,-0.1061,0.034,1.0
ag14,200000,0.1,16.0,0.9893,0.22294,0.21956,-0.1174,0.0273,1.0
ag14,200000,0.1,17.0,1.0225,0.2421,0.23872,-0.1205,0.0243,1.0
ag14,250000,0.1,0.0,0.2133,0.00649,0.00199,-0.0458,0.9913,1.0
ag14,250000,0.1,1.0,0.3673,0.00649,0.00174,-0.053,0.8788,1.0
ag14,250000,0.1,2.0,0.4669,0.00737,0.00181,-0.0482,0.682,1.0
ag14,250000,0.1,3.0,0.5707,0.00869,0.00233,-0.0457,0.491,1.0
ag14,250000,0.1,4.0,0.6763,0.01017,0.00322,-0.0444,0.3286,1.0
ag14,250000,0.1,5.0,0.7814,0.01203,0.00468,-0.0434,0.1869,1.0
ag14,250000,0.1,6.0,0.8842,0.01459,0.00707,-0.042,0.0898,1.0
ag14,250000,0.1,7.0,0.9814,0.01866,0.0113,-0.0398,0.0336,1.0
ag14,250000,0.1,8.0,1.069,0.02567,0.01903,-0.036,0.017,1.0
ag14,250000,0.1,9.0,1.1088,0.04423,0.03961,-0.0306,0.0158,1.0
ag14,300000,0.1,0.0,0.2329,0.00586,0.00174,-0.0496,0.9754,1.0
ag14,300000,0.1,1.0,0.3639,0.006,0.00147,-0.0515,0.8373,1.0
ag14,300000,0.1,2.0,0.4649,0.00701,0.0016,-0.0476,0.6414,1.0
ag14,300000,0.1,3.0,0.5704,0.00827,0.00211,-0.0458,0.46,1.0
ag14,300000,0.1,4.0,0.6772,0.00965,0.00295,-0.0448,0.3068,1.0
ag14,300000,0.1,5.0,0.783,0.01139,0.0043,-0.0439,0.1728,1.0
ag14,300000,0.1,6.0,0.8866,0.01375,0.00646,-0.0426,0.0817,1.0
ag14,300000,0.1,7.0,0.9864,0.01714,0.01005,-0.0407,0.029,1.0
ag14,300000,0.1,8.0,1.0709,0.02504,0.01875,-0.0365,0.0146,1.0
ag14,300000,0.1,9.0,1.135,0.03698,0.03228,-0.0317,0.012,1.0
ag14,300000,0.1,10.0,1.0492,0.04306,0.03988,-0.0194,0.0114,1.0
ag14,300000,0.1,11.0,0.9151,0.07957,0.07709,-0.038,0.0145,1.0
ag14,300000,0.1,12.0,0.9376,0.14279,0.14018,-0.0802,0.0232,1.0
ag14,300000,0.1,13.0,0.7499,0.14656,0.14402,-0.0623,0.0228,1.0
ag14,300000,0.1,15.0,0.7281,0.17677,0.17425,-0.073,0.0269,1.0
ag14,300000,0.1,16.0,0.7371,0.19083,0.18831,-0.0757,0.0241,1.0
ag14,300000,0.1,17.0,0.7377,0.2033,0.20077,-0.083,0.0206,1.0
ag16,200000,0.1,0.0,0.2379,0.0076,0.00263,-0.0554,0.9512,1.0
ag16,200000,0.1,1.0,0.3591,0.00767,0.00238,-0.0549,0.8458,1.0
ag16,200000,0.1,2.0,0.4611,0.0083,0.00249,-0.0508,0.7161,1.0
ag16,200000,0.1,3.0,0.5659,0.00928,0.00297,-0.0482,0.5796,1.0
ag16,200000,0.1,4.0,0.6711,0.01058,0.00382,-0.0463,0.4332,1.0
ag16,200000,0.1,5.0,0.775,0.01235,0.00519,-0.0448,0.2807,1.0
ag16,200000,0.1,6.0,0.8762,0.0149,0.00733,-0.0435,0.1347,1.0
ag16,200000,0.1,7.0,0.9669,0.02011,0.0123,-0.0406,0.042,1.0
ag16,200000,0.1,8.0,1.0489,0.02849,0.02132,-0.0363,0.021,1.0
ag16,200000,0.1,9.0,1.1068,0.04192,0.0366,-0.0306,0.0191,1.0
ag16,200000,0.1,10.0,1.0763,0.061,0.05719,-0.026,0.0201,1.0
ag16,250000,0.1,0.0,0.2476,0.00664,0.00215,-0.0562,0.9244,1.0
ag16,250000,0.1,1.0,0.3537,0.00691,0.00195,-0.0528,0.8084,1.0
ag16,250000,0.1,2.0,0.4583,0.00764,0.00209,-0.0498,0.6793,1.0
ag16,250000,0.1,3.0,0.5651,0.0086,0.00257,-0.048,0.545,1.0
ag16,250000,0.1,4.0,0.6715,0.00985,0.00338,-0.0466,0.4023,1.0
ag16,250000,0.1,5.0,0.7768,0.01153,0.00466,-0.0455,0.2555,1.0
ag16,250000,0.1,6.0,0.8792,0.01393,0.00661,-0.0443,0.1184,1.0
ag16,250000,0.1,7.0,0.9745,0.01807,0.01063,-0.042,0.0337,1.0
ag16,250000,0.1,8.0,1.0585,0.02509,0.01826,-0.0377,0.017,1.0
ag16,250000,0.1,9.0,1.1249,0.03633,0.03083,-0.0324,0.0148,1.0
ag16,300000,0.1,0.0,0.2467,0.00601,0.00182,-0.0551,0.8985,1.0
ag16,300000,0.1,1.0,0.3504,0.00643,0.00168,-0.0516,0.7776,1.0
ag16,300000,0.1,2.0,0.4569,0.00718,0.00184,-0.0494,0.6496,1.0
ag16,300000,0.1,3.0,0.5648,0.00812,0.0023,-0.048,0.5175,1.0
ag16,300000,0.1,4.0,0.6721,0.00934,0.00308,-0.0469,0.3771,1.0
ag16,300000,0.1,5.0,0.7783,0.01096,0.00429,-0.046,0.2358,1.0
ag16,300000,0.1,6.0,0.8817,0.01321,0.00611,-0.045,0.1056,1.0
ag16,300000,0.1,7.0,0.978,0.01718,0.01,-0.0427,0.029,1.0
ag16,300000,0.1,8.0,1.0616,0.02386,0.01719,-0.0387,0.0139,1.0
ag16,300000,0.1,9.0,1.1207,0.03693,0.03182,-0.0328,0.0128,1.0
ag16,300000,0.1,10.0,1.1284,0.05121,0.04755,-0.0273,0.0117,1.0
ag16,300000,0.1,11.0,1.0499,0.07536,0.07254,-0.0389,0.0126,1.0
ag16,300000,0.1,13.0,0.7419,0.1408,0.13833,-0.0579,0.019,1.0
ag17,200000,0.1,0.0,0.2389,0.00759,0.00257,-0.0547,0.9683,1.0
ag17,200000,0.1,1.0,0.373,0.00758,0.00232,-0.0571,0.8715,1.0
ag17,200000,0.1,2.0,0.4736,0.00814,0.0024,-0.0524,0.7376,1.0
ag17,200000,0.1,3.0,0.5767,0.00916,0.00284,-0.0492,0.5817,1.0
ag17,200000,0.1,4.0,0.6804,0.01063,0.00374,-0.0471,0.41,1.0
ag17,200000,0.1,5.0,0.7836,0.01259,0.00519,-0.0456,0.2536,1.0
ag17,200000,0.1,6.0,0.8844,0.01529,0.00754,-0.0442,0.1217,1.0
ag17,200000,0.1,7.0,0.9768,0.02025,0.01243,-0.0414,0.0444,1.0
ag17,200000,0.1,8.0,1.0615,0.02805,0.02098,-0.0373,0.0219,1.0
ag17,200000,0.1,9.0,1.1156,0.04279,0.03766,-0.0314,0.0195,1.0
ag17,200000,0.1,10.0,1.0755,0.06306,0.05945,-0.028,0.0207,1.0
ag17,200000,0.1,11.0,0.9953,0.09596,0.09292,-0.0538,0.0216,1.0
ag17,250000,0.1,0.0,0.255,0.00662,0.0021,-0.057,0.9438,1.0
ag17,250000,0.1,1.0,0.3674,0.00679,0.00189,-0.0548,0.8338,1.0
ag17,250000,0.1,2.0,0.4705,0.00748,0.00201,-0.0512,0.6984,1.0
ag17,250000,0.1,3.0,0.5755,0.00852,0.00246,-0.0489,0.5432,1.0
ag17,250000,0.1,4.0,0.6807,0.00996,0.00332,-0.0474,0.378,1.0
ag17,250000,0.1,5.0,0.7856,0.01174,0.00466,-0.0463,0.2307,1.0
ag17,250000,0.1,6.0,0.8878,0.01422,0.00678,-0.045,0.1078,1.0
ag17,250000,0.1,7.0,0.9846,0.01803,0.01062,-0.0428,0.0364,1.0
ag17,250000,0.1,8.0,1.0701,0.02482,0.018,-0.0387,0.0174,1.0
ag17,250000,0.1,9.0,1.1276,0.03863,0.03332,-0.0331,0.015,1.0
ag17,300000,0.1,0.0,0.2589,0.00596,0.00178,-0.057,0.92,1.0
ag17,300000,0.1,1.0,0.3636,0.0063,0.00161,-0.0534,0.8026,1.0
ag17,300000,0.1,2.0,0.4686,0.00704,0.00176,-0.0507,0.6667,1.0
ag17,300000,0.1,3.0,0.5751,0.00808,0.00221,-0.0489,0.5117,1.0
ag17,300000,0.1,4.0,0.6814,0.00946,0.00305,-0.0477,0.3523,1.0
ag17,300000,0.1,5.0,0.7871,0.01116,0.00429,-0.0468,0.2131,1.0
ag17,300000,0.1,6.0,0.8905,0.0134,0.00622,-0.0457,0.0972,1.0
ag17,300000,0.1,7.0,0.9879,0.01711,0.00994,-0.0436,0.0314,1.0
ag17,300000,0.1,8.0,1.0696,0.02483,0.01828,-0.0392,0.0144,1.0
ag17,300000,0.1,9.0,1.1386,0.03517,0.03008,-0.0341,0.0121,1.0
ag17,300000,0.1,10.0,1.1518,0.04948,0.04581,-0.0288,0.0106,1.0
ag17,300000,0.1,11.0,1.0687,0.07567,0.07301,-0.0418,0.0113,1.0
ag18,200000,0.1,0.0,0.2354,0.00756,0.00253,-0.0529,0.9816,1.0
ag18,200000,0.1,1.0,0.3852,0.00751,0.00229,-0.059,0.8942,1.0
ag18,200000,0.1,2.0,0.4859,0.00799,0.00233,-0.054,0.7582,1.0
ag18,200000,0.1,3.0,0.5872,0.00906,0.00274,-0.0502,0.5806,1.0
ag18,200000,0.1,4.0,0.6895,0.01077,0.00365,-0.048,0.382,1.0
ag18,200000,0.1,5.0,0.7925,0.01285,0.00526,-0.0465,0.227,1.0
ag18,200000,0.1,6.0,0.8934,0.01564,0.00777,-0.045,0.1122,1.0
ag18,200000,0.1,7.0,0.9545,0.00912,0.00169,-0.0382,0.0462,1.0
ag18,200000,0.1,8.0,1.0734,0.02794,0.02096,-0.0383,0.0227,1.0
ag18,200000,0.1,9.0,1.1253,0.04332,0.03835,-0.0325,0.0196,1.0
ag18,200000,0.1,10.0,1.0741,0.06555,0.06216,-0.0309,0.0211,1.0
ag18,200000,0.1,11.0,0.9894,0.10488,0.10189,-0.0615,0.0227,1.0
ag18,200000,0.1,12.0,0.9349,0.14365,0.14047,-0.079,0.0331,1.0
ag18,200000,0.1,13.0,0.7543,0.14963,0.14659,-0.0598,0.0474,1.0
ag18,200000,0.1,14.0,0.7398,0.16597,0.16293,-0.0644,0.0462,1.0
ag18,200000,0.1,15.0,0.7209,0.17838,0.17526,-0.0734,0.0408,1.0
ag18,200000,0.1,16.0,0.7436,0.19335,0.1903,-0.0736,0.035,1.0
ag18,200000,0.1,17.0,0.7336,0.20379,0.20072,-0.0825,0.0312,1.0
ag18,250000,0.1,0.0,0.2582,0.0066,0.00208,-0.0568,0.9599,1.0
ag18,250000,0.1,1.0,0.3807,0.00669,0.00185,-0.0568,0.8574,1.0
ag18,250000,0.1,2.0,0.4822,0.00734,0.00194,-0.0526,0.717,1.0
ag18,250000,0.1,3.0,0.5858,0.00847,0.00237,-0.0499,0.5362,1.0
ag18,250000,0.1,4.0,0.69,0.0101,0.00326,-0.0483,0.3498,1.0
ag18,250000,0.1,5.0,0.7946,0.01197,0.00471,-0.0472,0.206,1.0
ag18,250000,0.1,6.0,0.8969,0.01446,0.00695,-0.0459,0.1,1.0
